question,answer
"QUESTION: <p>Is the given question transitive or not transitive? As in was the example given was it for a transitive situation or non-transitive? The wording got a bit confusing.</p>
","ANSWER: <p>The example is showing how the relationship can <strong>not </strong>be transitive. If Kristina beats Sana and Sana beats Zoe, then <em>if the relationship was transitive</em>, we would have Kristina beating Zoe. The example is showing that this is <strong>not always</strong> the case, and we <em>can</em> have Zoe beating Kristina.</p>
"
"QUESTION: <p>In the homework and future tests, are we allowed to use the abbreviations for the different parts of an induction proof used in the module/lecture slides?</p>
<p></p>
<p>For example, can we use BC, IH, IS, and WTS and it will be understood what is meant? Or do we have to specifically write out &#34;base case&#34; or &#34;inductive hypothesis?&#34;</p>
","ANSWER: <p>you can use abbreviations</p>
"
"QUESTION: <p>Is the row with just the 1 up top considered the 0th row?</p>
","ANSWER: Yes
"
"QUESTION: <p>Can we use the ceiling operator to define a function?</p>
","ANSWER: Sure
"
"QUESTION: <p>Can we assume that when n = 1, meaning there is only one TA in the entire competition, this TA is the supreme TA?</p>
","ANSWER: Yeah
"
"QUESTION: <p>Since we don&#39;t have to pick a legit math function (e.g. we can just describe what mapping is going to take place) do we have to go through the typical math proof of why our function is subjective, or can we just explain that every element in the codomain will be hit by at least 1 element in the domain. </p>
","ANSWER: <p>you should prove surjectivity the normal way.</p>
"
"QUESTION: <p>For 6a, it says that the size of P is less than or equal to k^2. How is it possible for the size of P to be less than k^2 if there are k footballs and each football needs k pumps? </p>
","ANSWER: <p>it is possible that not all values of $$|P|$$ such that $$|P| \leq k^2$$ will work.</p>
"
"QUESTION: <p>Since each quarterback needs to be sent out at least once and one quarterback is sent out for every play i, doesn&#39;t n need to be greater than or equal to 3? Or do we just address this in our solution (have a general solution and clarify there are no possible functions if n &lt; 3)?</p>
","ANSWER: <p>@583</p>
"
"QUESTION: Ie, to deliver 3 pumps of air to a ball you need 3 pumps?
","ANSWER: Yes
"
"QUESTION: <p>Is we want to use the property of probability in the future, do we need to state which exact property we are using? eg. P1 Pr[Ω] = 1</p>
","ANSWER: <p>You don&#39;t need to cite basic facts, but if you want to use theorems (PIE, Baye&#39;s, etc), then you should cite those</p>
"
"QUESTION: <p>Can the answer be open form or does it have to be closed form?</p>
","ANSWER: <p>closed form</p>
"
"QUESTION: <p>Will recitations be held the Thursday and Friday before Spring break?</p>
","ANSWER: <p>@704</p>
"
"QUESTION: <p>I am using induction for this problem, but found that I&#39;m stuck in a logic recursion that is analogous to the OCaml recursion -- long and redundant. (there&#39;s is this case that I kept going deeper into all the way to base case) Is there a solution like how we used tail call in OCaml for mathematical proofs like this? </p>
","ANSWER: <p>There is a solution! And the solution ties into why this is a mathematical/theory class rather than a coding class. The solution is... creativity! Often, when stuck on one way of thinking in a proof, it is worthwhile to pursue a different trail of thought. So that&#39;s my suggestion for you. Try approaching the problem in a completely different way, but use what you have learned in your first attempt in the process!</p>
"
"QUESTION: <p>Would we have to prove that the average of 2 numbers is the number exactly in between those 2 numbers?</p>
<div style=""all:!important""></div>
<div style=""all:!important""></div>
<div style=""all:!important""></div>
<div style=""all:!important""></div>
<p></p>
","ANSWER: No
"
"QUESTION: Can you nest  a combinatorial proof within an induction 
","ANSWER: You could. But it’s very uncommon.
"
"QUESTION: <p>The question says: </p>
<blockquote>
<p>We say that a TA t is the supreme TA if for any other TA s, either t is a winner over s, or t is<br />a winner over some third TA u that is a winner over s.</p>
</blockquote>
<p>Does this mean that the status of supreme TA only checks if there was a winner up to the third TA or does it extend down through all the TAs? For example, if A is a winner over B and B over C and C over D, would A be considered a supreme TA?</p>
","ANSWER: It stops after 2
"
"QUESTION: <p>Do we need to prove this? (middle row and middle column means middle TA)</p>
<p></p>
<p>This means there exists an integer row exactly in between the two TA&#39;s rows, and some integer column exactly in between the two TA&#39;s columns — thus, there is a TA exactly between the two TAs.</p>
","ANSWER: <p>no</p>
"
"QUESTION: <p>do i need to prove in order for (A&#43;B)/2 to be an integer, A&#43;B must be divisible by 2, or can i just state this?</p>
","ANSWER: <p>you can just state it</p>
"
"QUESTION: <p>what does it mean to show this - do we need to write a proof, or can we just explain in words?</p>
","ANSWER: <p>either is fine</p>
"
"QUESTION: <p>When question 6a says: &#34;each football must have been pumped by exactly k ≥1 pumps&#34;</p>
<p>Does this mean that each football must be pumped by the same amount of pumps or that as long as each football has one pump, then it&#39;s valid?</p>
","ANSWER: <p>the former</p>
"
"QUESTION: <p>Can I directly get<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7ga3way2da7hz%2F8449093b90376da188cff38d4fec02e5dda922dd7172ade6921c10d2e3e0a1ac%2Fimage.png"" alt=""image.png"" /> </p>
<p>from</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7ga3way2da7hz%2Fa526b063513a17203b85d2b04f3d852e7dea4011104162d3250d6da1489ec219%2Fimage.png"" alt=""image.png"" /></p>
<p>without using any proofs?</p>
<p></p>
","ANSWER: <p> A one sentence justification would suffice</p>
"
"QUESTION: <p>I am still stuck on proving a case where the &#34;isolated&#34; TA wins over the current supreme TA but loses to at least one TA that indirectly lost to the supreme TA. How should I go about approaching this? Would using strong induction be ok?</p>
","ANSWER: <p>any proof technique is fine</p>
"
"QUESTION: <p>Do you have to prove Q1 by proof of induction?</p>
","ANSWER: <p>you can prove it however you want</p>
"
"QUESTION: <p>do we have to simplify our answer out of summation form?</p>
","ANSWER: <p>your answer must be in closed form</p>
"
"QUESTION: <p>For question 4, lets say that T won against A but lost to S, and S won against both A and T. Is the relationship between S and A consider to be transitive? </p>
<p></p>
<p>Thanks in Advance! </p>
","ANSWER: <p>no. To clarify what we mean by &#34;transitive&#34;, we mean that the result of one match <strong>is not</strong> determined (i.e. can be inferred) by other matches.</p>
"
"QUESTION: <p>Does the function have to guarantee that every football has the same number of pumps pumping them?</p>
","ANSWER: <p>yes</p>
"
"QUESTION: Should the size of the P be still smaller than k^2 in part b?
Is there any constraint on the size of P? If not, it seems that the size of P can be infinite and the number of function is also infinite.
","ANSWER: <p>This is something we&#39;d like you to think about. One helpful line of the problem might be &#34;each pump must be used on exactly one football.&#34;</p>
"
"QUESTION: <p>For example, can a sum using &#34;...&#34; be used to prove equality if both are of the same open form? Or would a closed form summation need to be used?</p>
","ANSWER: <p>yes to the first question.</p>
"
"QUESTION: <p>Are the footballs indistinguishable?</p>
","ANSWER: <p>no</p>
"
"QUESTION: <p>Do we gave to use induction for 1?</p>
","ANSWER: You can use whatever you want
"
"QUESTION: <p>Can we assume the number of pumps to remain the same as the number we assumed in part a?</p>
","ANSWER: <p>yes</p>
"
"QUESTION: 
","ANSWER: <p>a one sentence justification would be nice</p>
"
"QUESTION: <p>I was wondering if the answer to Q7 may be left in terms of i?</p>
","ANSWER: <p>$$i$$ is just an arbitrary play, so I would not leave my answers in terms of $$i$$</p>
"
"QUESTION: <p>Are we allowed to set the value of k to a fixed integer in 6a?</p>
","ANSWER: <p>no</p>
"
"QUESTION: <p>&#34;Let us assume that the centre of each table is a coordinate, using the normal x and y axes starting from the bottom left. This means that the center of the bottom left table will be at (0, 0), the center of the top left at (0, 10), the center of the bottom right at (0, 10), and the center of the top right at (10, 10). The centers of each table will have corresponding integer coordinates.&#34; is this enough justification to explain treating the grid as a coordinate system and understanding that each TA is at an integer coordinate, or would I have to specify each coordinate.</p>
","ANSWER: We  cannot comment on rigor of a solution 
"
"QUESTION: <p>For Q4, I have a solution that works as follows (very brief explanation):</p>
<p></p>
<p>Choose arbitrary TA t1 out of the n possible TAs. Denote set W to be all the TA&#39;s t1 directly wins over and set L to be all the TA&#39;s t1 directly loses to. Then 2 cases:</p>
<p></p>
<p>Case 1: every element in L lost to at least 1 element in W so therefore TA t1 is supreme since either directly or indirectly beat everyone.  Done!</p>
<p></p>
<p>Case 2: there exists some TA t2 in the set L that beats every TA in the set W. From here we can restart the process considering TA t2 to be the new potential supreme TA, the set W to be the same set as before &#43; t1 &#43; any number of elements in the set L that t2 directly beats (key point is that |W| can increase from before as it only gains new elements and can not lose element). The set L will be the same as before but will lose t2 and any elements that were initially in L that t2 directly beats (key point is that |L| decreases because L can only lose elements not gain any. </p>
<p></p>
<p>From there repeat the two cases with TA t2 as the new potential supreme TA with the new set W and the new set L. Since W can only grow, and L can only lose elements then we can continue the process until Case 1 reached or |L| becomes 0 and therefore case 1 reached. </p>
<p></p>
<p>So sorry for the long explanation but hope that made sense. My question is can I use this form of proof here? Am I allowed to simply say continue the process until case 1 is reached (therefore defining a supreme TA) or |L| = 0 which also defines a supreme TA?  </p>
","ANSWER: <p>we cannot comment on the correctness of a proof</p>
"
"QUESTION: <p>I started with what I wanted to show, and then manipulated the RHS to look like the LHS. I am concerned if this would be invalid since it seems I am assuming the claim is true from the beginning. Or would it be OK because I am manipulating the equation? </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcslq4hc8982lu%2F48fb16b5917104cf8e0bdfffd69095058072c36cfb12960d52877eff6fe2cfa4%2Fimage.png"" alt=""image.png"" /></p>
","ANSWER: We cannot comment on the validity of a solution
"
"QUESTION: <p>Would hw6 be posted today?</p>
","ANSWER: Yes, it’ll be released soon
"
"QUESTION: <p dir=""ltr"">I know that we are supposed to reason through these questions using what we just learned, so is there a specific form you would like us to leave our answers in (e.g. as product of fractions)? Or would decimals also be fine</p>
","ANSWER: <p>decimals is fine</p>
"
"QUESTION: <p>Am I misunderstanding the scenario? Both Thomases, with their purple eggs, put their eggs together in one basket. Both Ethans, with their yellow eggs, put their eggs in another basket. If we pick 1 egg from the Thomases&#39; basket (all purple eggs) and 1 egg from the Ethans&#39; basket (all yellow eggs), we will never choose 2 purple eggs? But both part a and b ask about both eggs chosen being purple, so I&#39;m unsure if this is the right interpretation of the problem.</p>
","ANSWER: <p>there was an error in the problem. It has been fixed accordingly!!</p>
"
"QUESTION: <p>Are both Thomas L and Thomas Z’s eggs in the same basket? And same for the Ethans. Meaning that all the purple eggs are in the same basket and all the yellow eggs in the same basket? Also are Thomas L and Thomas Z’s eggs collectively labeled 1-1600, or each has its own set labeled 1-1600 so 3200 total?</p>
","ANSWER: The problem was incorrectly worded. Check out the new version of the question.
"
"QUESTION: <p>Can we say without proof that half the integers in [1..2n] are even and half are odd? Or do we need justification?</p>
","ANSWER: A one sentence justification would be nice
"
"QUESTION: <p>hi, will there be a recitation before break? I am trying to plan my train ticket and cis recitation is my last class before break</p>
","ANSWER: There will not be
"
"QUESTION: <p>Can we state without proof that there are exactly 4 distinct 2x2 squares in the 3x3 grid (and no more), as long as we identify them?</p>
<p></p>
<p>Also, can we use the formula for PIE with 4 things involved without proof?</p>
","ANSWER: <p>yes and yes</p>
"
"QUESTION: <p>Do each of the 4 of them have 1600 eggs and label them separately or do the Thomas&#39;s have 1600 and the Ethan&#39;s have 1600?</p>
","ANSWER: The former
"
"QUESTION: <p>Can we use induction for Q1? I&#39;m not sure if this is the right way to go about this, I&#39;m getting confused on if I can establish a BC when x is a real number, instead of having x be an integer. Is this maybe a recursive relation? I&#39;m generally confused on how to approach this quesion.</p>
","ANSWER: You are allowed to use any proof technique you want unless specified otherwise in the question 
"
