question,answer
"QUESTION: <md>For question 7 part b, do we assume that it's impossible for Jus-Tien to choose every creature, as that would make it impossible for Max to choose all of Jus-Tien's and one more?</md>
","ANSWER: <p>yeah if Jus-Tien chose every creature, it would not be possible for Max to choose one more, so you wouldn&#39;t want to count that case.</p>
"
"QUESTION: <p>Can we assume that if $$a < c$$ and $$b < d$$, then $$a + b < c + d$$?</p>
","ANSWER: <p>sure</p>
"
"QUESTION: <p>Are we supposed to solve Q5 not using the fact that the sum 1&#43;...&#43;n  is n(n&#43;1)/2? </p>
<p></p>
<p>I have proved both of these questions in high school, second after the first using the first as a lemma. Right now I tried to prove the second normally by induction without using the above-mentioned fact. </p>
<p></p>
<p>As usual, I get to the step where I substitute the induction hypothesis and I have </p>
<p></p>
<p>(1&#43;2&#43;...&#43;k)^2 &#43; (k&#43;1)^3</p>
<p></p>
<p>I tried to show that it equals to (1&#43;2&#43;...&#43;k&#43;(k&#43;1))^2 algebraically for the last few hours but I can&#39;t do it. </p>
<p></p>
<p>Alternatively, If I use the lemma I get (k(k&#43;1)/2)^2 &#43;(k&#43;1)^3 and I know how to get the required form from there to finish the proof. </p>
<p></p>
<p>So my question is, are we expected to figure it out algebraically somehow or are we expected to just prove the lemma first and then prove the main claim using the lemma here? </p>
<p></p>
<p>My reasoning was that as there is nothing in question about doing it via proving 1&#43;...&#43;n = n(n&#43;1)/2 first, we should be able to do it without using this fact, but now after 4h of trying I am not sure anymore...</p>
","ANSWER: You are allowed to use the fact that 1&#43;2&#43;…&#43;n =n(n&#43;1)/2 without proof, but it is not required to use it
"
"QUESTION: How do we write $x$ bar  (the x that represented the mean) in LaTex?
","ANSWER: <pre>
\bar{x}</pre>
<p>or</p>
<pre>
\overline{x}</pre>
"
"QUESTION: <p>What is the different between saying &#34;without loss of generality&#34; and &#34;arbitrary but particular&#34;? When would we use each?</p>
","ANSWER: <p>&#34;Without loss of generality&#34; is commonly used when making a claim for some variables. For example, I would say something like &#34;suppose $$a, b \in \mathbb{Z}$$, and without loss of generality, let $$a < b$$&#34;. And then I would do whatever math needed. In the instance that $$b < a$$, I wouldn&#39;t have to do any math because the &#34;symmetric&#34; argument is covered with &#34;Without Loss of Generality&#34;. That is to say, we can&#39;t just be throwing around WLOG whenever we want. We should only use it when the argument truly is symmetric.</p>
<p></p>
<p>&#34;Arbitrary but Particular&#34; is usually used when describing an element of a set. We use this to indicate that there is &#34;nothing special&#34; about the element, and the argument for that element will hold for all elements of the set.</p>
"
"QUESTION: <p>When proving a for all i statement wrong, can we use a counterexample as a valid method of doing so?</p>
","ANSWER: <p>yes</p>
"
"QUESTION: <p>Hi, I am unsure of exactly how to negate statements in logic. What is the procedure for negating a statement like &#34;if there is no prime number p such that $$p \leq m$$ and $$p | m$$?&#34; Would I only negate the first part (i.e., there <em>is</em> a prime number p), or would I negate &#34;and&#34; between $$p \leq m$$ and $$p | m$$? Or is it something else entirely, such as negating the math expressions to $$\geq$$ and $$\nmid$$? Thank you for your help with this.</p>
","ANSWER: <p>The opposite of &#34;there is no prime such that XYZ conditions hold&#34; is &#34;there <strong>is </strong>a prime such that XYZ conditions hold&#34;</p>
"
"QUESTION: <p>What is the negation of m must be a prime? is it m does not have to be a prime or m must not be a prime?</p>
","ANSWER: <p>Note that the question can be rephrased (without losing any meaning) as &#34;... if there is no prime $$p$$ such that $$p \leq \sqrt{m}$$ and $$p \mid m$$, <strong>then $$m$$ is prime&#34;</strong>.</p>
<p></p>
<p>How you choose to negate this is something we&#39;d like you to think about</p>
"
"QUESTION: <p>Since we have shown this in class, do we need to reprove it on the homework? </p>
","ANSWER: <p>no</p>
"
"QUESTION: <p>Can I assume that multiplication is commutative to prove this question or would I have to prove the commutative property before using such a statement?</p>
","ANSWER: <p>you can assume this</p>
"
"QUESTION: <p>Do we need to prove that if a divides b, and b divides c, then a divides c or can we just state that this is true transitively? </p>
","ANSWER: A one sentence justification would be nice
"
"QUESTION: Can we consider the number labels from 1~11 as a multi-set of 5 evens and 6 odds? 
","ANSWER: <p>This is something we&#39;d like you to think about.</p>
"
"QUESTION: <p>Can we assume that k &lt;= r? </p>
","ANSWER: <p>no</p>
"
"QUESTION: I know this is kinda a strange question, but can we use the word “imagine” in our word-proofs? For example, “imagine there are x number of slots”. Is that a valid proof or points off for lack of rigorousness? Thank you.
","ANSWER: <p>yeah you can use &#34;imagine&#34;</p>
"
"QUESTION: <p>in P(A ∩ Z) what is P</p>
","ANSWER: <p>powerset</p>
"
"QUESTION: <p>Can we assume r &lt; m?</p>
","ANSWER: <p>no</p>
"
"QUESTION: <p>I know variations of this question have been asked multiple time before, but I wanted to clarify it all here. Can we assume the following:</p>
<p></p>
<p>even*even=even</p>
<p>odd*odd=odd</p>
<p>odd*even=even</p>
<p></p>
<p>odd-odd=even</p>
<p>odd-even=odd</p>
<p>even-odd=odd</p>
<p>even-even=even</p>
<p></p>
","ANSWER: <p>sure</p>
"
"QUESTION: <p>&#34;Max decides his list must include every creature on Jus-Tien’s list&#34;</p>
<p></p>
<p>Does this mean max&#39;s list is basically a subset of justins? Or can Max know maybe a few creatures that Justin didn&#39;t put on his list so max&#39;s list might be all of justin&#39;s creatures plus a few he remembers and likes.</p>
","ANSWER: <p>Max&#39;s list must contain all creatures on Jus-Tien&#39;s list as well as potentially some other creatures.</p>
"
"QUESTION: Would the contrapositive for Q2 be:
1) for every integer m &gt;= 2, if m is not a prime number, then there exists prime number p such that p ≤√ m and p | m
or
2) for every integer m &gt;= 2, if m is not a prime number, then there is no prime number p such that p &gt;=√ m and p is not divisible by m?
I am not very clear on how to flip p in this question. Thanks!
","ANSWER: <p>this is something we&#39;d like you to think about!</p>
"
"QUESTION: <p>Must we restate all the assumptions and definitions of the problems in our proof, or can we implicitly assume them?</p>
","ANSWER: <p>you can implicitly assume them</p>
<p></p>
"
"QUESTION: <p>Let&#39;s say I have set $$A$$ of $$n$$ elements, would an equation using $$|A|$$ be considered closed form?</p>
","ANSWER: <p>yep</p>
"
"QUESTION: <p>Can I leave an answer with |M| as a variable or do I have to define what |M| is? Further, do we need to treat n as a finite value? In other words, if we are giving the total number of possibilities without the values chose for M, would we have to say n-|M| or would n remain accurate?</p>
","ANSWER: <p>You should define what $$M$$ is. You may assume $$n$$ is finite.</p>
"
"QUESTION: <p>Is the notation &#34;C = C1 &#43; C2&#34; proper set notation to describe that the set C can be partitioned into two sets, C1 and C2?</p>
","ANSWER: <p>Not quite. Something like $$C = C_1 \cup C_2$$ and $$C_1 \cap C_2 = \emptyset$$ would be more accurate</p>
"
"QUESTION: <p>Do the $$k$$ colors include the gold color</p>
","ANSWER: <p>yep</p>
"
"QUESTION: <p>For Q7 part A, let Jus-Tien&#39;s list be {1,2,3} and let Max&#39;s list be {1,2,3,4}. In another case, let Jus-Tien&#39;s list be {2,3,4} and let Max&#39;s list be {1,2,3,4}. Would these two cases be considered the same?</p>
","ANSWER: <p>they would be considered different</p>
"
"QUESTION: <p>For Q7 part A, let Jus-Tien&#39;s list be {1,2,3} and let Max&#39;s list be {1,2,3,4}. In another case, let Jus-Tien&#39;s list be {2,3,4} and let Max&#39;s list be {1,2,3,4}. Would these two cases be considered the same?</p>
","ANSWER: <p>@543</p>
"
"QUESTION: <p>Do we have to write intermediate steps in simplification of expressions or can we just say &#34;After simplification of the expression&#34; and write the final form?</p>
","ANSWER: <p>you should show your intermediate steps</p>
"
"QUESTION: <p>Can we assume that every nonempty set has a least element and a greatest element?</p>
","ANSWER: <p>Update: While we have not proved WOP, you make take maximum or minimum elements of sets without proof. </p>
"
"QUESTION: <p>Do we need to prove the statement that if b is a factor of a, and b is not equal to a, then b &lt; a?</p>
","ANSWER: <p>nah</p>
"
"QUESTION: <p>can we say a composite number has at least two prime factors by definition</p>
","ANSWER: <p>mmmm you should be a bit careful about this, especially by saying if the primes are distinct or not. For example $$4$$ has factors $$1, 2, 4$$, so it technically only has one prime factor (but with multiplicity 2)</p>
<p></p>
<p>Regardless, you should prove it</p>
"
"QUESTION: <p>Do we have to say that k is an arbitrary but particular element in the induction hypothesis? Or can we just say for some k?</p>
","ANSWER: <p>&#34;for some k&#34; is fine to use</p>
"
"QUESTION: <p>Do we need to prove that, by the definition of odd and even numbers, that the prime factorization of any odd number does not contain the factor 2?</p>
<p></p>
<p>Furthermore, can we say that a number is even if and only if its prime factorization contains the factor 2? </p>
<p></p>
<p>Thank you.</p>
","ANSWER: <p>you can state these without proof</p>
"
"QUESTION: <p>Can we assume that if A is a subset of B intersection C then A is a subset of B and A is a subset of C? Or do we have to prove it somehow?</p>
","ANSWER: <p>you can assume that</p>
"
"QUESTION: <p>Does the cardinality of a set with repeated elements only account for the number of distinct elements? </p>
<p>For instance, is the cardinality of the set {0, 1, 0, 0} 4 or 2? </p>
<p>Also, in this question are we assuming that C can contain repeated elements or not? </p>
","ANSWER: <p>In this case, we allow $$C$$ to have repeated elements, and you can assume $$|C| = n$$</p>
"
"QUESTION: <p>Would this be a logically valid statement? </p>
<p></p>
<p>Since every element in B is greater than $$2\bar{x}$$, the sum of the elements in $$B$$ must necessarily be greater than $$|B| * 2\bar{x}$$, which would be the sum of the elements in $$B$$ if every element in B was equal to $$2\bar{x}$$, and we know every element in B is greater than $$2\bar{x}$$. . </p>
","ANSWER: <p>yes that&#39;s fine</p>
"
